Species,Gene,TF,Position,Score,Relative Score
O. niloticus ,USH1GB,GSX1,-482,8.06847095489502,0.912680159752136
O. niloticus ,USH1GB,GSX1,-218,8.273516654968263,0.9182486337139087
O. niloticus ,USH1GB,GSX2,-992,8.808505058288574,0.9225756134425672
O. niloticus ,USH1GB,GSX2,-482,8.47221851348877,0.913272655875413
O. niloticus ,USH1GB,GSX2,537,8.10352897644043,0.9030733090039634
O. niloticus ,USH1GB,GSX2,-218,8.10185718536377,0.9030270609405551
O. niloticus ,USH1GB,HESX1,8,10.039923667907717,0.9345081215107524
O. niloticus ,USH1GB,HESX1,428,8.59306812286377,0.9067111660579208
O. niloticus ,USH1GB,HESX1,518,8.815780639648438,0.9109899138078652
O. niloticus ,USH1GB,HESX1,-482,8.387788772583008,0.902767343901876
O. niloticus ,USH1GB,HESX1,713,11.64808750152588,0.9654041280934836
O. niloticus ,USH1GB,HESX1,-259,10.593807220458984,0.9451493195827106
O. niloticus ,USH1GB,HOXA10,140,10.057494163513184,0.9046727442408404
O. niloticus ,USH1GB,HOXA2,-992,8.6171875,0.9252547439657832
O. niloticus ,USH1GB,HOXA2,132,8.264930725097656,0.9172907337861628
O. niloticus ,USH1GB,HOXA2,518,7.646016120910644,0.9032979803198096
O. niloticus ,USH1GB,HOXA2,-482,8.036587715148926,0.9121282324938
O. niloticus ,USH1GB,HOXA2,-287,8.92662525177002,0.932250678694756
O. niloticus ,USH1GB,HOXA2,741,7.6237053871154785,0.902793567278758
O. niloticus ,USH1GB,HOXA2,-218,9.99179458618164,0.9563325985517284
O. niloticus ,USH1GB,HOXB13,141,13.842707633972168,0.9606345218452172
O. niloticus ,USH1GB,HOXB2,-992,9.16812229156494,0.9491361646648472
O. niloticus ,USH1GB,HOXB2,132,7.866580009460449,0.9153255168801308
O. niloticus ,USH1GB,HOXB2,-510,7.299881458282472,0.900604177913711
O. niloticus ,USH1GB,HOXB2,518,8.586721420288086,0.934032898062794
O. niloticus ,USH1GB,HOXB2,-482,9.154252052307127,0.9487758523025956
O. niloticus ,USH1GB,HOXB2,-287,8.899415016174316,0.942155855864788
O. niloticus ,USH1GB,HOXB2,741,8.240056991577147,0.92502746730592
O. niloticus ,USH1GB,HOXB2,-218,9.447333335876463,0.9563893337755393
O. niloticus ,USH1GB,HOXB3,-992,9.517742156982422,0.9554609806613475
O. niloticus ,USH1GB,HOXB3,132,8.523696899414062,0.9323115761570212
O. niloticus ,USH1GB,HOXB3,518,7.838239669799805,0.916348594031266
O. niloticus ,USH1GB,HOXB3,-482,8.787055015563965,0.9384446807755824
O. niloticus ,USH1GB,HOXB3,537,7.5627384185791025,0.9099326991236666
O. niloticus ,USH1GB,HOXB3,-287,8.571494102478027,0.9334246811987472
O. niloticus ,USH1GB,HOXB3,741,8.02390193939209,0.920672311635932
O. niloticus ,USH1GB,HOXB3,-218,9.89413070678711,0.964226346950142
O. niloticus ,USH1GB,HOXD13,141,13.691426277160645,0.969699090130697
O. niloticus ,USH1GB,Hoxd9,-993,9.477518081665039,0.9043354132457376
O. niloticus ,USH1GB,Hoxd9,141,9.65982723236084,0.9085496717803024
O. niloticus ,USH1GB,ISL2,-991,11.183263778686523,0.9784444067309126
O. niloticus ,USH1GB,ISL2,214,8.471943855285645,0.9079041413358818
O. niloticus ,USH1GB,ISL2,-669,11.22656536102295,0.9795709816819812
O. niloticus ,USH1GB,ISL2,-286,9.298154830932617,0.9293996280880764
O. niloticus ,USH1GB,ISL2,742,9.298154830932617,0.9293996280880764
O. niloticus ,USH1GB,ASCL1,87,13.426372528076172,0.9271928027569546
O. niloticus ,USH1GB,FOXK1,252,13.22301197052002,0.9230667162102536
O. niloticus ,USH1GB,FOXK2,253,13.60908031463623,0.9731288568216396
O. niloticus ,USH1GB,FOXP1,253,14.003055572509766,0.9598085905198956
O. niloticus ,USH1GB,KLF4,-735,12.65170955657959,0.9392222384187016
O. niloticus ,USH1GB,KLF4,945,11.043219566345217,0.903346328703662
O. niloticus ,USH1GB,KLF9,-735,13.77369785308838,0.9107220081719668
O. niloticus ,USH1GB,KLF9,823,14.762887954711914,0.9276085028375924
O. niloticus ,USH1GB,PBX2,-978,12.327398300170898,0.9007992706419192
O. niloticus ,USH1GB,PBX2,165,12.375542640686035,0.9017736859506094
O. niloticus ,USH1GB,TWIST1,-390,10.86831283569336,0.9007880450089436
O. niloticus ,USH1GB,ZEB1,18,11.44089412689209,0.9481844202569134
O. niloticus ,USH1GB,ZNF384,-597,13.451159477233887,0.9476626624438786
O. niloticus ,USH1GB,ZNF384,-596,13.620088577270508,0.9502482137809832
O. niloticus ,USH1GB,ZNF384,-595,16.308338165283207,0.9913933291888704
O. niloticus ,USH1GB,ZNF384,-594,16.308338165283207,0.9913933291888704
O. niloticus ,USH1GB,ZNF384,-593,15.569207191467285,0.9800805294567289
O. niloticus ,USH1GB,ZNF384,-592,15.618090629577635,0.98082871694332
O. niloticus ,USH1GB,ZNF384,-591,15.296517372131348,0.9759068641329568
O. niloticus ,USH1GB,ZNF384,-590,15.264202117919922,0.9754122616712309
O. niloticus ,USH1GB,ZNF384,-532,13.668107986450195,0.9509831768369909
O. niloticus ,USH1GB,ZNF384,587,14.154573440551758,0.9584287939925601
O. niloticus ,USH1GB,ZNF384,588,14.488399505615234,0.9635381826573792
O. niloticus ,USH1GB,ZNF384,589,11.516220092773438,0.9180473675561204
O. niloticus ,USH1GB,ZNF384,660,10.841601371765137,0.9077219627812134
O. niloticus ,USH1GB,GATA3,99,8.102667808532715,0.9075212447371678
O. niloticus ,USH1GB,FOSL1::JUND,-510,10.165496826171877,0.9207539207399612
O. niloticus ,USH1GB,SOX15,523,10.60916233062744,0.936315446233224
O. niloticus ,USH1GB,SOX15,561,9.771677017211914,0.9175100726198729
O. niloticus ,USH1GB,VDR,-986,8.586414337158201,0.9083253631574076
O. niloticus ,USH1GB,VDR,-955,8.586414337158201,0.9083253631574076
O. niloticus ,USH1GB,VDR,-774,9.617063522338867,0.9377127967626095
O. niloticus ,USH1GB,Smad4,817,9.551255226135254,0.9205636963602272
N. brichardi ,ANKS4B,TFAP2A,691,9.538615226745604,0.9721578179736814
N. brichardi ,ANKS4B,Arnt,-407,8.609212875366211,0.9305028413313572
N. brichardi ,ANKS4B,Ahr::Arnt,-89,7.680269241333008,0.9184286428928856
N. brichardi ,ANKS4B,ELK1,439,8.743302345275879,0.9027980316594638
N. brichardi ,ANKS4B,FOXC1,-957,6.138175010681152,0.9254116315696236
N. brichardi ,ANKS4B,FOXC1,-924,5.81624698638916,0.9074037861314258
N. brichardi ,ANKS4B,FOXC1,79,6.079281330108643,0.9221172669383716
N. brichardi ,ANKS4B,FOXC1,-899,5.723137378692628,0.902195468440234
N. brichardi ,ANKS4B,FOXC1,-775,5.763779163360597,0.9044688678382606
N. brichardi ,ANKS4B,FOXC1,-762,6.401209354400635,0.9401251123765694
N. brichardi ,ANKS4B,FOXC1,-649,5.9861717224121085,0.91690894924718
N. brichardi ,ANKS4B,FOXC1,581,6.3487420082092285,0.9371902207564776
N. brichardi ,ANKS4B,FOXC1,-57,6.4601030349731445,0.9434194770078214
N. brichardi ,ANKS4B,FOXL1,37,6.6809120178222665,0.9078149129297992
N. brichardi ,ANKS4B,FOXL1,-905,7.254157543182372,0.9337956136240848
N. brichardi ,ANKS4B,FOXL1,180,7.911375522613525,0.9635821236954498
N. brichardi ,ANKS4B,FOXL1,182,7.034594058990479,0.9238445317336492
N. brichardi ,ANKS4B,FOXL1,-816,7.8152055740356445,0.9592234980468376
N. brichardi ,ANKS4B,FOXL1,186,7.607839584350586,0.9498252324279348
N. brichardi ,ANKS4B,FOXL1,345,7.157987594604492,0.9294369879754726
N. brichardi ,ANKS4B,FOXL1,451,7.254157543182372,0.9337956136240848
N. brichardi ,ANKS4B,FOXL1,-492,6.888278007507324,0.917213178548702
N. brichardi ,ANKS4B,FOXL1,959,6.553536891937256,0.9020420025883944
N. brichardi ,ANKS4B,Gata1,5,5.288161277770996,0.9011581899486232
N. brichardi ,ANKS4B,Gata1,73,5.438652515411377,0.9093459716348796
N. brichardi ,ANKS4B,Gata1,-876,5.403484344482422,0.9074325758094076
N. brichardi ,ANKS4B,Gata1,169,6.922239303588867,0.990063526521626
N. brichardi ,ANKS4B,Gata1,326,5.574619770050049,0.9167435465031348
N. brichardi ,ANKS4B,Gata1,-620,5.438652515411377,0.9093459716348796
N. brichardi ,ANKS4B,Gata1,-609,5.574619770050049,0.9167435465031348
N. brichardi ,ANKS4B,Gata1,526,5.612632751464844,0.9188117200257144
N. brichardi ,ANKS4B,Gata1,-241,5.315310001373291,0.9026352714412168
N. brichardi ,ANKS4B,Gata1,835,5.783768653869629,0.9281227166627366
N. brichardi ,ANKS4B,Gata1,859,5.706837177276611,0.923937103300647
N. brichardi ,ANKS4B,Gata1,863,6.713090896606445,0.9786843823053192
N. brichardi ,ANKS4B,Gata1,867,5.830433368682861,0.930661605327173
N. brichardi ,ANKS4B,Gata1,917,5.497941970825195,0.9125717349739084
N. brichardi ,ANKS4B,Gata1,923,7.104871273040772,0.9999999900543174
N. brichardi ,ANKS4B,GATA2,73,5.778176784515381,0.9493024661993374
N. brichardi ,ANKS4B,GATA2,-845,6.232020378112793,0.9756507379531928
N. brichardi ,ANKS4B,GATA2,169,5.558889865875244,0.9365715795989612
N. brichardi ,ANKS4B,GATA2,173,6.651431560516357,1.0000000070989363
N. brichardi ,ANKS4B,GATA2,181,6.232020378112793,0.9756507379531928
N. brichardi ,ANKS4B,GATA2,326,5.105045795440674,0.9102232801619232
N. brichardi ,ANKS4B,GATA2,-619,5.778176784515381,0.9493024661993374
N. brichardi ,ANKS4B,GATA2,-608,5.105045795440674,0.9102232801619232
N. brichardi ,ANKS4B,GATA2,409,5.105045795440674,0.9102232801619232
N. brichardi ,ANKS4B,GATA2,461,6.232020378112793,0.9756507379531928
N. brichardi ,ANKS4B,GATA2,-240,5.558889865875244,0.9365715795989612
N. brichardi ,ANKS4B,GATA2,835,5.558889865875244,0.9365715795989612
N. brichardi ,ANKS4B,GATA2,863,5.105045795440674,0.9102232801619232
N. brichardi ,ANKS4B,GATA2,867,6.651431560516357,1.0000000070989363
N. brichardi ,ANKS4B,GATA2,917,5.97830057144165,0.9609208210615224
N. brichardi ,ANKS4B,GATA2,923,5.97830057144165,0.9609208210615224
N. brichardi ,ANKS4B,GATA2,-35,5.778176784515381,0.9493024661993374
N. brichardi ,ANKS4B,GATA3,-876,7.1267147064208975,0.9470820868656769
N. brichardi ,ANKS4B,GATA3,-846,6.42296314239502,0.9175586552843452
N. brichardi ,ANKS4B,GATA3,181,6.42296314239502,0.9175586552843452
N. brichardi ,ANKS4B,GATA3,461,7.1894307136535645,0.949713117250882
N. brichardi ,ANKS4B,GATA3,526,7.422361373901367,0.9594849071303678
N. brichardi ,ANKS4B,GATA3,859,6.6668968200683585,0.9277920382156358
N. brichardi ,ANKS4B,GATA3,-36,6.127316474914551,0.9051558350196542
N. brichardi ,ANKS4B,Klf4,-183,8.951051712036133,0.9196052178675828
N. brichardi ,ANKS4B,FOXI1,-815,11.216121673583984,0.9065551299364124
N. brichardi ,ANKS4B,FOXI1,796,11.200968742370604,0.9061893013620508
N. brichardi ,ANKS4B,Foxa2,727,11.17603874206543,0.9104120930009564
N. brichardi ,ANKS4B,MEF2A,-815,13.333373069763185,0.9224522386612716
N. brichardi ,ANKS4B,Nkx2-5,25,7.007399082183838,0.9070057910956374
N. brichardi ,ANKS4B,Nkx2-5,-974,7.328220844268799,0.9199223496466216
N. brichardi ,ANKS4B,Nkx2-5,80,6.870297908782959,0.9014859805873588
N. brichardi ,ANKS4B,Nkx2-5,-888,7.328220844268799,0.9199223496466216
N. brichardi ,ANKS4B,Nkx2-5,204,7.418769359588622,0.9235679103225318
N. brichardi ,ANKS4B,Nkx2-5,215,7.738492488861084,0.9364402369767876
N. brichardi ,ANKS4B,Nkx2-5,-762,6.870297908782959,0.9014859805873588
N. brichardi ,ANKS4B,Nkx2-5,268,7.281668186187744,0.9180480998142532
N. brichardi ,ANKS4B,Nkx2-5,297,7.281668186187744,0.9180480998142532
N. brichardi ,ANKS4B,Pax2,487,6.822467803955077,0.9119066547366702
N. brichardi ,ANKS4B,Pax2,-442,6.8099236488342285,0.9114140614200232
N. brichardi ,ANKS4B,Pax2,719,7.656155586242676,0.9446445335151664
N. brichardi ,ANKS4B,Pax2,-72,8.496140480041504,0.9776296920039922
N. brichardi ,ANKS4B,Prrx2,-974,9.124367713928224,0.9999999805311351
N. brichardi ,ANKS4B,Prrx2,27,9.124367713928224,0.9999999805311351
N. brichardi ,ANKS4B,Prrx2,-888,9.124367713928224,0.9999999805311351
N. brichardi ,ANKS4B,Prrx2,113,9.124367713928224,0.9999999805311351
N. brichardi ,ANKS4B,Prrx2,-841,9.124367713928224,0.9999999805311351
N. brichardi ,ANKS4B,Prrx2,-795,9.124367713928224,0.9999999805311351
N. brichardi ,ANKS4B,Prrx2,363,9.124367713928224,0.9999999805311351
N. brichardi ,ANKS4B,Sox17,-497,8.589897155761719,0.9008205625745752
N. brichardi ,ANKS4B,SPIB,-947,9.504334449768066,0.9670236325168512
N. brichardi ,ANKS4B,SPIB,638,9.739927291870117,0.9750724482137112
N. brichardi ,ANKS4B,SRY,147,10.29366397857666,0.9541919266032298
N. brichardi ,ANKS4B,SRY,-792,9.00571346282959,0.9110719760658592
N. brichardi ,ANKS4B,SRY,-320,9.474087715148926,0.9267529159358766
N. brichardi ,ANKS4B,Sox5,-851,10.898024559020996,1.000000008293071
N. brichardi ,ANKS4B,Sox5,-498,10.074776649475098,0.9693217343858688
N. brichardi ,ANKS4B,MAFG::NFE2L1,117,8.253566741943361,0.9758032261640304
N. brichardi ,ANKS4B,MAFG::NFE2L1,-512,8.253566741943361,0.9758032261640304
N. brichardi ,ANKS4B,MAFG::NFE2L1,-280,8.253566741943361,0.9758032261640304
N. brichardi ,ANKS4B,MAFG::NFE2L1,929,8.812264442443848,0.9999999811476452
N. brichardi ,ANKS4B,YY1,-830,7.388648509979247,0.9492083091765441
N. brichardi ,ANKS4B,YY1,-313,7.219337940216064,0.9405610215352128
N. brichardi ,ANKS4B,YY1,-136,7.388648509979247,0.9492083091765441
N. brichardi ,ANKS4B,YY1,-76,8.383130073547362,0.9999999883150802
N. brichardi ,ANKS4B,YY1,939,7.027482509613037,0.9307622883769914
N. brichardi ,ANKS4B,ETS1,52,7.632888793945312,0.9924215379753624
N. brichardi ,ANKS4B,ETS1,-828,5.896041870117188,0.91230606291659
N. brichardi ,ANKS4B,ETS1,-360,7.632888793945312,0.9924215379753624
N. brichardi ,ANKS4B,ETS1,819,5.7771239280700675,0.9068207393170192
N. brichardi ,ANKS4B,ETS1,-134,5.896041870117188,0.91230606291659
N. brichardi ,ANKS4B,ETS1,-84,7.393471717834473,0.9813779551894216
N. brichardi ,ANKS4B,ETS1,-78,7.229176044464111,0.9737994946229857
N. brichardi ,ANKS4B,JUN::FOS,-776,9.669376373291016,0.9306356462039104
N. brichardi ,ANKS4B,ZEB1,-746,8.660516738891603,0.97612512397059
N. brichardi ,ANKS4B,ZEB1,-226,9.261934280395508,0.9999999927224288
N. brichardi ,ANKS4B,TBP,-380,11.411547660827635,0.9132769428733905
N. brichardi ,ANKS4B,TBP,-380,11.375566482543945,0.9132684793152094
N. brichardi ,ANKS4B,HLTF,66,7.026733875274657,0.927814543549238
N. brichardi ,ANKS4B,HLTF,100,7.443549156188965,0.9425046452130006
N. brichardi ,ANKS4B,HLTF,-726,6.724534034729004,0.9171639110420744
N. brichardi ,ANKS4B,HLTF,-712,6.866127014160156,0.9221541677767988
N. brichardi ,ANKS4B,HLTF,350,7.99126386642456,0.9618081236230288
N. brichardi ,ANKS4B,HLTF,-626,6.889129161834718,0.922964847958876
N. brichardi ,ANKS4B,HLTF,469,6.6647138595581055,0.9150556283205844
N. brichardi ,ANKS4B,HLTF,-359,6.659256458282472,0.9148632894519538
N. brichardi ,ANKS4B,HLTF,670,7.213566780090332,0.9343992214426634
N. brichardi ,ANKS4B,HLTF,790,7.148665428161621,0.9321118593866058
N. brichardi ,ANKS4B,Mafb,-609,7.734268188476562,0.9235585855743308
N. brichardi ,ANKS4B,Mafb,-26,7.315377712249756,0.9054179507943574
N. brichardi ,ANKS4B,NKX3-1,-919,11.58048152923584,1.0000000127575859
N. brichardi ,ANKS4B,NKX3-1,237,11.58048152923584,1.0000000127575859
N. brichardi ,ANKS4B,Nobox,-976,9.03559398651123,0.9232436836172182
N. brichardi ,ANKS4B,Nobox,26,9.03559398651123,0.9232436836172182
N. brichardi ,ANKS4B,Nobox,112,9.03559398651123,0.9232436836172182
N. brichardi ,ANKS4B,ZNF354C,497,8.915782928466797,1.000000020716572
N. brichardi ,ANKS4B,ZNF354C,-223,6.723137378692628,0.9040306653446696
N. brichardi ,ANKS4B,Pdx1,-973,8.105888366699219,0.9397544153461476
N. brichardi ,ANKS4B,Pdx1,111,7.8961896896362305,0.9311248790320076
N. brichardi ,ANKS4B,Pdx1,-887,8.105888366699219,0.9397544153461476
N. brichardi ,ANKS4B,Pdx1,115,7.265902996063232,0.9051872718582928
N. brichardi ,ANKS4B,Pdx1,158,9.569862365722656,0.9999999875379776
N. brichardi ,ANKS4B,Pdx1,-637,7.8961896896362305,0.9311248790320076
N. brichardi ,ANKS4B,Pdx1,402,8.729877471923826,0.9654328636729628
N. brichardi ,ANKS4B,ELF5,-361,9.121828079223633,0.9193341610433978
N. brichardi ,ANKS4B,FOXA1,730,12.015071868896484,0.9249070139861272
N. brichardi ,ANKS4B,Gata1,459,9.902173042297363,0.9146081079976452
N. brichardi ,ANKS4B,Arid3a,28,8.299228668212889,0.9397245176885984
N. brichardi ,ANKS4B,Arid3a,-972,8.299228668212889,0.9397245176885984
N. brichardi ,ANKS4B,Arid3a,-929,9.01498031616211,0.9676481446393924
N. brichardi ,ANKS4B,Arid3a,114,8.299228668212889,0.9397245176885984
N. brichardi ,ANKS4B,Arid3a,-886,8.299228668212889,0.9397245176885984
N. brichardi ,ANKS4B,Arid3a,-139,7.469970226287843,0.9073726489301284
N. brichardi ,ANKS4B,NFATC2,51,9.490151405334473,0.9310471449535134
N. brichardi ,ANKS4B,NFATC2,818,9.186888694763184,0.9198621099534195
N. brichardi ,ANKS4B,FEV,639,9.666122436523438,0.9167538671758432
N. brichardi ,ANKS4B,HOXA5,109,8.762330055236816,0.961478464909748
N. brichardi ,ANKS4B,HOXA5,-887,9.177602767944336,0.976103994965738
N. brichardi ,ANKS4B,HOXA5,-794,7.117410659790039,0.9035458887456784
N. brichardi ,ANKS4B,HOXA5,-637,8.762330055236816,0.961478464909748
N. brichardi ,ANKS4B,NFIC,-862,9.69742488861084,1.0000000052955966
N. brichardi ,ANKS4B,NFIC,-712,7.586748123168945,0.9293058613716778
N. brichardi ,ANKS4B,NFIC,-229,7.218926429748535,0.9169861920794647
N. brichardi ,ANKS4B,NFIC,945,7.218926429748535,0.9169861920794647
N. brichardi ,ANKS4B,Nr2e3,813,11.665128707885742,0.9999999954937
N. brichardi ,ANKS4B,Nr2e3,-186,10.320999145507812,0.9519857953035114
N. brichardi ,ANKS4B,SPI1,640,9.156126022338867,0.9204752188764866
N. brichardi ,ANKS4B,SPI1,993,8.725250244140625,0.906118267670472
N. brichardi ,ANKS4B,CREB1,764,9.470881462097168,0.9231797564699908
N. brichardi ,ANKS4B,FOS::JUN,224,8.680231094360353,0.927590055171316
N. brichardi ,ANKS4B,FOS::JUN,-697,9.556295394897461,0.9595678358158498
N. brichardi ,ANKS4B,ARNT::HIF1A,869,9.024873733520508,0.9351394165271908
N. brichardi ,ANKS4B,SOX10,582,7.0969905853271475,0.9195205899220328
N. brichardi ,ANKS4B,SOX10,727,8.90979290008545,0.999999996507588
N. brichardi ,ANKS4B,SOX10,-150,8.90979290008545,0.999999996507588
N. brichardi ,ANKS4B,FOXA1,730,12.039809226989744,0.9257310856163168
N. brichardi ,ANKS4B,Sox6,678,11.319687843322756,0.9302634460913676
N. brichardi ,ANKS4B,Sox6,726,10.81291961669922,0.920605140836144
N. brichardi ,ANKS4B,Sox3,678,14.263843536376953,0.9767557915109214
N. brichardi ,ANKS4B,Sox3,726,12.353777885437012,0.9484861401531804
N. brichardi ,ANKS4B,POU2F2,470,12.252634048461914,0.9053806951555452
N. brichardi ,ANKS4B,MEF2C,-908,12.582600593566895,0.9023692426975328
N. brichardi ,ANKS4B,MEF2C,182,14.918111801147461,0.9339235534929158
N. brichardi ,ANKS4B,MEF2C,447,13.805503845214846,0.9188914795208613
N. brichardi ,ANKS4B,Hoxc9,-319,12.886826515197756,0.903243672793794
N. brichardi ,ANKS4B,Foxo1,54,12.44222354888916,0.9316407960374372
N. brichardi ,ANKS4B,FOXH1,-700,11.05286693572998,0.9281122970513032
N. brichardi ,ANKS4B,FOXH1,493,14.202521324157715,0.9724197432141054
N. brichardi ,ANKS4B,Erg,638,10.914685249328613,0.916355686924365
N. brichardi ,ANKS4B,DUX4,119,11.851766586303713,0.9347101243515076
N. brichardi ,ANKS4B,DUX4,-841,10.818843841552734,0.9234662889056282
N. brichardi ,ANKS4B,DUX4,-474,9.03073787689209,0.9040019394868468
N. brichardi ,ANKS4B,CEBPB,-451,8.403510093688965,0.9080261293843542
N. brichardi ,ANKS4B,CDX2,30,11.715497970581055,0.9290410864174692
N. brichardi ,ANKS4B,CDX2,-939,14.618219375610352,0.9726876564066594
N. brichardi ,ANKS4B,CDX2,380,12.65309238433838,0.9431391600840048
N. brichardi ,ANKS4B,CDX2,-316,15.689424514770508,0.988794758520602
N. brichardi ,ANKS4B,Bhlhe40,981,9.834931373596193,0.915909481659116
N. brichardi ,ANKS4B,Tcf3,-229,10.96600341796875,0.9311145378320248
N. brichardi ,ANKS4B,MEF2A,183,15.117548942565918,0.9313696919098192
N. brichardi ,ANKS4B,Myb,-756,10.79184341430664,0.9255429613650435
N. brichardi ,ANKS4B,ZEB1,-226,12.786364555358887,0.9624908334701155
N. brichardi ,ANKS4B,Hoxa9,-318,12.979195594787598,0.9215812827774532
N. brichardi ,ANKS4B,THAP1,137,8.263161659240723,0.9205264771944992
N. brichardi ,ANKS4B,Arid3b,-975,13.060222625732422,0.95678039112242
N. brichardi ,ANKS4B,Arid3b,26,11.123075485229492,0.915832306414732
N. brichardi ,ANKS4B,NFAT5,817,10.236119270324707,0.9186986459026832
N. brichardi ,ANKS4B,DMRT3,-929,12.20531177520752,0.9295904256946316
N. brichardi ,ANKS4B,DMRT3,377,14.036402702331545,0.9678750350770244
N. brichardi ,ANKS4B,Dux,123,12.84298038482666,0.9999999958465262
N. brichardi ,ANKS4B,EMX1,24,8.92195987701416,0.9138036254999844
N. brichardi ,ANKS4B,EMX1,-976,10.00167465209961,0.9441410469054412
N. brichardi ,ANKS4B,EMX1,-890,10.480077743530273,0.9575830378101752
N. brichardi ,ANKS4B,EMX1,114,10.58853244781494,0.9606303574757116
N. brichardi ,ANKS4B,Foxj2,-595,9.555858612060547,0.9193602355274448
N. brichardi ,ANKS4B,Foxj2,-271,8.740635871887207,0.9029609677546956
N. brichardi ,ANKS4B,LBX1,-975,9.336438179016113,0.922362843442457
N. brichardi ,ANKS4B,LBX1,-889,10.245807647705078,0.9417798946909091
N. brichardi ,ANKS4B,LIN54,-657,10.116772651672363,0.938200255865532
N. brichardi ,ANKS4B,LIN54,344,11.437501907348633,0.9643867814565787
N. brichardi ,ANKS4B,mix-a,23,11.262704849243164,0.9203917831543738
N. brichardi ,ANKS4B,mix-a,-976,13.281316757202148,0.9624416246598764
N. brichardi ,ANKS4B,mix-a,-890,11.913744926452635,0.9339536431396686
N. brichardi ,ANKS4B,NFATC1,466,9.922541618347168,0.9326751219822468
N. brichardi ,ANKS4B,NFATC3,466,10.15650749206543,0.9170403265559968
N. brichardi ,ANKS4B,Npas2,-132,10.077643394470217,0.92350322992562
N. brichardi ,ANKS4B,POU6F1,24,12.961246490478516,0.9716007158068666
N. brichardi ,ANKS4B,POU6F1,-976,12.961246490478516,0.9716007158068666
N. brichardi ,ANKS4B,POU6F1,110,10.496072769165039,0.9124437394518149
N. brichardi ,ANKS4B,POU6F1,-890,10.496072769165039,0.9124437394518149
N. brichardi ,ANKS4B,SHOX,25,9.472533226013184,0.957561094069366
N. brichardi ,ANKS4B,SHOX,-975,9.305306434631348,0.9521724249681256
N. brichardi ,ANKS4B,SHOX,111,9.334955215454102,0.9531278189441078
N. brichardi ,ANKS4B,SHOX,-889,9.773357391357422,0.9672547673815296
N. brichardi ,ANKS4B,SHOX,204,7.963411331176758,0.9089315744959052
N. brichardi ,ANKS4B,SHOX,-639,7.825833797454834,0.9044983147361136
N. brichardi ,ANKS4B,ALX3,110,9.59809684753418,0.9265153404791578
N. brichardi ,ANKS4B,ALX3,-890,9.779767990112305,0.9313355749870637
N. brichardi ,ANKS4B,BARHL2,-838,7.554679870605469,0.9072253384917068
N. brichardi ,ANKS4B,BARHL2,258,8.855751991271973,0.9314450799230404
N. brichardi ,ANKS4B,BARHL2,-659,8.325226783752441,0.9215692374199012
N. brichardi ,ANKS4B,EN1,25,9.655377388000488,0.9513834289623802
N. brichardi ,ANKS4B,EN1,-975,8.79085636138916,0.9325982046221992
N. brichardi ,ANKS4B,EN1,111,10.476537704467773,0.9692264660768805
N. brichardi ,ANKS4B,EN1,-889,9.932646751403807,0.9574082300185286
N. brichardi ,ANKS4B,EN1,123,8.305845260620117,0.9220593720721834
N. brichardi ,ANKS4B,EN1,361,7.331221580505371,0.9008817211942488
N. brichardi ,ANKS4B,EN1,-440,7.916411876678468,0.9135973529220248
N. brichardi ,ANKS4B,EN2,-890,8.261058807373049,0.9044057125286076
N. brichardi ,ANKS4B,EN2,122,9.335027694702148,0.9276792972913604
N. brichardi ,ANKS4B,ESX1,24,9.733850479125977,0.9418083390487572
N. brichardi ,ANKS4B,ESX1,-976,9.057013511657717,0.9244080452935052
N. brichardi ,ANKS4B,ESX1,110,8.92469310760498,0.9210063193077876
N. brichardi ,ANKS4B,ESX1,-890,9.553082466125488,0.9371611098356022
N. brichardi ,ANKS4B,FOXI1,-903,8.335925102233888,0.9066474436211509
N. brichardi ,ANKS4B,FOXI1,-665,8.335925102233888,0.9066474436211509
N. brichardi ,ANKS4B,FOXL1,-983,8.798434257507324,0.9364974471133124
N. brichardi ,ANKS4B,FOXL1,175,10.11988639831543,0.960696958049012
N. brichardi ,ANKS4B,FOXL1,187,10.11988639831543,0.960696958049012
N. brichardi ,ANKS4B,FOXL1,-594,9.025826454162598,0.9406616387474392
N. brichardi ,ANKS4B,FOXL1,-270,8.798434257507324,0.9364974471133124
N. brichardi ,ANKS4B,GSC,493,10.816590309143066,0.9410379537766684
N. brichardi ,ANKS4B,HOXA13,32,12.413952827453613,0.9393621629858788
N. brichardi ,ANKS4B,HOXA13,-940,12.597367286682127,0.9432250657121196
N. brichardi ,ANKS4B,HOXA13,382,10.657172203063963,0.9023625028069259
N. brichardi ,ANKS4B,HOXA13,-374,10.96483325958252,0.9088421704349994
N. brichardi ,ANKS4B,HOXA13,-317,11.294010162353516,0.915774984567964
N. brichardi ,ANKS4B,HOXC11,-887,11.426076889038086,0.9172574673238716
N. brichardi ,ANKS4B,HOXC11,381,11.736738204956055,0.9222808188426695
N. brichardi ,ANKS4B,ISX,25,10.667596817016602,0.9696305905610656
N. brichardi ,ANKS4B,ISX,-975,9.94930362701416,0.9541418606571253
N. brichardi ,ANKS4B,ISX,111,10.856171607971193,0.9736968744190232
N. brichardi ,ANKS4B,ISX,-889,10.062356948852539,0.95657965679813
N. brichardi ,ANKS4B,LHX6,24,11.358314514160154,0.9430462919466064
N. brichardi ,ANKS4B,LHX6,-976,9.760856628417967,0.9157284713223459
